,Name,Mileage,Rating,Reviews Count,Dealer Name,Price
114,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
115,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
116,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
117,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
118,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
119,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
120,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
121,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
122,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
123,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
124,2018 Audi A3 2.0T Premium,"13,956 mi.",4.9,(48 reviews),EchoPark Automotive Las Vegas,"$30,339"
125,2021 Audi e-tron Premium,"16,313 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$65,498"
126,2018 Audi Q5 2.0T Premium,"21,143 mi.",4.6,(774 reviews),Audi Grapevine,"$37,000"
127,2011 Audi R8 4.2 quattro Spyder,"27,565 mi.",5.0,(2 reviews),European Exotic Center,"$89,995"
128,2019 Audi Q8 3.0T Premium,"12,451 mi.",4.4,(83 reviews),Perillo Downers Grove,"$75,929"
129,2018 Audi RS 3 2.5T,"32,483 mi.",4.4,(63 reviews),Kelly Motorcars,"$65,977"
130,2011 Audi R8 5.2 quattro Spyder,"53,376 mi.",4.1,(297 reviews),Leesburg Auto Import,"$92,987"
131,2018 Audi Q5 2.0T Tech Premium,"18,267 mi.",4.6,(546 reviews),AutoNation Toyota Spokane Valley,"$39,676"
132,2021 Audi Q8 55 Premium,"10,950 mi.",4.8,"(4,547 reviews)",Motor Werks - Barrington Auto Mall,"$84,991"
133,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
134,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
135,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
136,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
137,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
138,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
139,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
140,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
141,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
142,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
143,2018 Audi A3 2.0T Premium,"13,956 mi.",4.9,(48 reviews),EchoPark Automotive Las Vegas,"$30,339"
144,2021 Audi e-tron Premium,"16,313 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$65,498"
145,2018 Audi Q5 2.0T Premium,"21,143 mi.",4.6,(774 reviews),Audi Grapevine,"$37,000"
146,2011 Audi R8 4.2 quattro Spyder,"27,565 mi.",5.0,(2 reviews),European Exotic Center,"$89,995"
147,2019 Audi Q8 3.0T Premium,"12,451 mi.",4.4,(83 reviews),Perillo Downers Grove,"$75,929"
148,2018 Audi RS 3 2.5T,"32,483 mi.",4.4,(63 reviews),Kelly Motorcars,"$65,977"
149,2011 Audi R8 5.2 quattro Spyder,"53,376 mi.",4.1,(297 reviews),Leesburg Auto Import,"$92,987"
150,2018 Audi Q5 2.0T Tech Premium,"18,267 mi.",4.6,(546 reviews),AutoNation Toyota Spokane Valley,"$39,676"
151,2021 Audi Q8 55 Premium,"10,950 mi.",4.8,"(4,547 reviews)",Motor Werks - Barrington Auto Mall,"$84,991"
152,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
153,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
154,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
155,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
156,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
157,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
158,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
159,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
160,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
161,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
162,2018 Audi A3 2.0T Premium,"13,956 mi.",4.9,(48 reviews),EchoPark Automotive Las Vegas,"$30,339"
163,2021 Audi e-tron Premium,"16,313 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$65,498"
164,2018 Audi Q5 2.0T Premium,"21,143 mi.",4.6,(774 reviews),Audi Grapevine,"$37,000"
165,2011 Audi R8 4.2 quattro Spyder,"27,565 mi.",5.0,(2 reviews),European Exotic Center,"$89,995"
166,2019 Audi Q8 3.0T Premium,"12,451 mi.",4.4,(83 reviews),Perillo Downers Grove,"$75,929"
167,2018 Audi RS 3 2.5T,"32,483 mi.",4.4,(63 reviews),Kelly Motorcars,"$65,977"
168,2011 Audi R8 5.2 quattro Spyder,"53,376 mi.",4.1,(297 reviews),Leesburg Auto Import,"$92,987"
169,2018 Audi Q5 2.0T Tech Premium,"18,267 mi.",4.6,(546 reviews),AutoNation Toyota Spokane Valley,"$39,676"
170,2021 Audi Q8 55 Premium,"10,950 mi.",4.8,"(4,547 reviews)",Motor Werks - Barrington Auto Mall,"$84,991"
171,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
172,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
173,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
174,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
175,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
176,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
177,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
178,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
179,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
180,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
181,2018 Audi A3 2.0T Premium,"13,956 mi.",4.9,(48 reviews),EchoPark Automotive Las Vegas,"$30,339"
182,2021 Audi e-tron Premium,"16,313 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$65,498"
183,2018 Audi Q5 2.0T Premium,"21,143 mi.",4.6,(774 reviews),Audi Grapevine,"$37,000"
184,2011 Audi R8 4.2 quattro Spyder,"27,565 mi.",5.0,(2 reviews),European Exotic Center,"$89,995"
185,2019 Audi Q8 3.0T Premium,"12,451 mi.",4.4,(83 reviews),Perillo Downers Grove,"$75,929"
186,2018 Audi RS 3 2.5T,"32,483 mi.",4.4,(63 reviews),Kelly Motorcars,"$65,977"
187,2011 Audi R8 5.2 quattro Spyder,"53,376 mi.",4.1,(297 reviews),Leesburg Auto Import,"$92,987"
188,2018 Audi Q5 2.0T Tech Premium,"18,267 mi.",4.6,(546 reviews),AutoNation Toyota Spokane Valley,"$39,676"
189,2021 Audi Q8 55 Premium,"10,950 mi.",4.8,"(4,547 reviews)",Motor Werks - Barrington Auto Mall,"$84,991"
190,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
191,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
192,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
193,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
194,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
195,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
196,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
197,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
198,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
199,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
200,2018 Audi A3 2.0T Premium,"13,956 mi.",4.9,(48 reviews),EchoPark Automotive Las Vegas,"$30,339"
201,2021 Audi e-tron Premium,"16,313 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$65,498"
202,2018 Audi Q5 2.0T Premium,"21,143 mi.",4.6,(774 reviews),Audi Grapevine,"$37,000"
203,2011 Audi R8 4.2 quattro Spyder,"27,565 mi.",5.0,(2 reviews),European Exotic Center,"$89,995"
204,2019 Audi Q8 3.0T Premium,"12,451 mi.",4.4,(83 reviews),Perillo Downers Grove,"$75,929"
205,2018 Audi RS 3 2.5T,"32,483 mi.",4.4,(63 reviews),Kelly Motorcars,"$65,977"
206,2011 Audi R8 5.2 quattro Spyder,"53,376 mi.",4.1,(297 reviews),Leesburg Auto Import,"$92,987"
207,2018 Audi Q5 2.0T Tech Premium,"18,267 mi.",4.6,(546 reviews),AutoNation Toyota Spokane Valley,"$39,676"
208,2021 Audi Q8 55 Premium,"10,950 mi.",4.8,"(4,547 reviews)",Motor Werks - Barrington Auto Mall,"$84,991"
209,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
210,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
211,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
212,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
213,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
214,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
215,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
216,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
217,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
218,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
219,2018 Audi A3 2.0T Premium,"13,956 mi.",4.9,(48 reviews),EchoPark Automotive Las Vegas,"$30,339"
220,2021 Audi e-tron Premium,"16,313 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$65,498"
221,2018 Audi Q5 2.0T Premium,"21,143 mi.",4.6,(774 reviews),Audi Grapevine,"$37,000"
222,2011 Audi R8 4.2 quattro Spyder,"27,565 mi.",5.0,(2 reviews),European Exotic Center,"$89,995"
223,2019 Audi Q8 3.0T Premium,"12,451 mi.",4.4,(83 reviews),Perillo Downers Grove,"$75,929"
224,2018 Audi RS 3 2.5T,"32,483 mi.",4.4,(63 reviews),Kelly Motorcars,"$65,977"
225,2011 Audi R8 5.2 quattro Spyder,"53,376 mi.",4.1,(297 reviews),Leesburg Auto Import,"$92,987"
226,2018 Audi Q5 2.0T Tech Premium,"18,267 mi.",4.6,(546 reviews),AutoNation Toyota Spokane Valley,"$39,676"
227,2021 Audi Q8 55 Premium,"10,950 mi.",4.8,"(4,547 reviews)",Motor Werks - Barrington Auto Mall,"$84,991"
228,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
229,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
230,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
231,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
232,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
233,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
234,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
235,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
236,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
237,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
238,2018 Audi A3 2.0T Premium,"13,956 mi.",4.9,(48 reviews),EchoPark Automotive Las Vegas,"$30,339"
239,2021 Audi e-tron Premium,"16,313 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$65,498"
240,2018 Audi Q5 2.0T Premium,"21,143 mi.",4.6,(774 reviews),Audi Grapevine,"$37,000"
241,2011 Audi R8 4.2 quattro Spyder,"27,565 mi.",5.0,(2 reviews),European Exotic Center,"$89,995"
242,2019 Audi Q8 3.0T Premium,"12,451 mi.",4.4,(83 reviews),Perillo Downers Grove,"$75,929"
243,2018 Audi RS 3 2.5T,"32,483 mi.",4.4,(63 reviews),Kelly Motorcars,"$65,977"
244,2011 Audi R8 5.2 quattro Spyder,"53,376 mi.",4.1,(297 reviews),Leesburg Auto Import,"$92,987"
245,2018 Audi Q5 2.0T Tech Premium,"18,267 mi.",4.6,(546 reviews),AutoNation Toyota Spokane Valley,"$39,676"
246,2021 Audi Q8 55 Premium,"10,950 mi.",4.8,"(4,547 reviews)",Motor Werks - Barrington Auto Mall,"$84,991"
247,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
248,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
249,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
250,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
251,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
252,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
253,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
254,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
255,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
256,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
257,2018 Audi A3 2.0T Premium,"13,956 mi.",4.9,(48 reviews),EchoPark Automotive Las Vegas,"$30,339"
258,2021 Audi e-tron Premium,"16,313 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$65,498"
259,2018 Audi Q5 2.0T Premium,"21,143 mi.",4.6,(774 reviews),Audi Grapevine,"$37,000"
260,2011 Audi R8 4.2 quattro Spyder,"27,565 mi.",5.0,(2 reviews),European Exotic Center,"$89,995"
261,2019 Audi Q8 3.0T Premium,"12,451 mi.",4.4,(83 reviews),Perillo Downers Grove,"$75,929"
262,2018 Audi RS 3 2.5T,"32,483 mi.",4.4,(63 reviews),Kelly Motorcars,"$65,977"
263,2011 Audi R8 5.2 quattro Spyder,"53,376 mi.",4.1,(297 reviews),Leesburg Auto Import,"$92,987"
264,2018 Audi Q5 2.0T Tech Premium,"18,267 mi.",4.6,(546 reviews),AutoNation Toyota Spokane Valley,"$39,676"
265,2021 Audi Q8 55 Premium,"10,950 mi.",4.8,"(4,547 reviews)",Motor Werks - Barrington Auto Mall,"$84,991"
266,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
267,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
268,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
269,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
270,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
271,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
272,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
273,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
274,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
275,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
276,2018 Audi A3 2.0T Premium,"13,956 mi.",4.9,(48 reviews),EchoPark Automotive Las Vegas,"$30,339"
277,2021 Audi e-tron Premium,"16,313 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$65,498"
278,2018 Audi Q5 2.0T Premium,"21,143 mi.",4.6,(774 reviews),Audi Grapevine,"$37,000"
279,2011 Audi R8 4.2 quattro Spyder,"27,565 mi.",5.0,(2 reviews),European Exotic Center,"$89,995"
280,2019 Audi Q8 3.0T Premium,"12,451 mi.",4.4,(83 reviews),Perillo Downers Grove,"$75,929"
281,2018 Audi RS 3 2.5T,"32,483 mi.",4.4,(63 reviews),Kelly Motorcars,"$65,977"
282,2011 Audi R8 5.2 quattro Spyder,"53,376 mi.",4.1,(297 reviews),Leesburg Auto Import,"$92,987"
283,2018 Audi Q5 2.0T Tech Premium,"18,267 mi.",4.6,(546 reviews),AutoNation Toyota Spokane Valley,"$39,676"
284,2021 Audi Q8 55 Premium,"10,950 mi.",4.8,"(4,547 reviews)",Motor Werks - Barrington Auto Mall,"$84,991"
285,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
286,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
287,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
288,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
289,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
290,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
291,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
292,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
293,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
294,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
295,2018 Audi A3 2.0T Premium,"13,956 mi.",4.9,(48 reviews),EchoPark Automotive Las Vegas,"$30,339"
296,2021 Audi e-tron Premium,"16,313 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$65,498"
297,2018 Audi Q5 2.0T Premium,"21,143 mi.",4.6,(774 reviews),Audi Grapevine,"$37,000"
298,2011 Audi R8 4.2 quattro Spyder,"27,565 mi.",5.0,(2 reviews),European Exotic Center,"$89,995"
299,2019 Audi Q8 3.0T Premium,"12,451 mi.",4.4,(83 reviews),Perillo Downers Grove,"$75,929"
300,2018 Audi RS 3 2.5T,"32,483 mi.",4.4,(63 reviews),Kelly Motorcars,"$65,977"
301,2011 Audi R8 5.2 quattro Spyder,"53,376 mi.",4.1,(297 reviews),Leesburg Auto Import,"$92,987"
302,2018 Audi Q5 2.0T Tech Premium,"18,267 mi.",4.6,(546 reviews),AutoNation Toyota Spokane Valley,"$39,676"
303,2021 Audi Q8 55 Premium,"10,950 mi.",4.8,"(4,547 reviews)",Motor Werks - Barrington Auto Mall,"$84,991"
304,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
305,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
306,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
307,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
308,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
309,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
310,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
311,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
312,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
313,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
314,2018 Audi A3 2.0T Premium,"13,956 mi.",4.9,(48 reviews),EchoPark Automotive Las Vegas,"$30,339"
315,2021 Audi e-tron Premium,"16,313 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$65,498"
316,2018 Audi Q5 2.0T Premium,"21,143 mi.",4.6,(774 reviews),Audi Grapevine,"$37,000"
317,2011 Audi R8 4.2 quattro Spyder,"27,565 mi.",5.0,(2 reviews),European Exotic Center,"$89,995"
318,2019 Audi Q8 3.0T Premium,"12,451 mi.",4.4,(83 reviews),Perillo Downers Grove,"$75,929"
319,2018 Audi RS 3 2.5T,"32,483 mi.",4.4,(63 reviews),Kelly Motorcars,"$65,977"
320,2011 Audi R8 5.2 quattro Spyder,"53,376 mi.",4.1,(297 reviews),Leesburg Auto Import,"$92,987"
321,2018 Audi Q5 2.0T Tech Premium,"18,267 mi.",4.6,(546 reviews),AutoNation Toyota Spokane Valley,"$39,676"
322,2021 Audi Q8 55 Premium,"10,950 mi.",4.8,"(4,547 reviews)",Motor Werks - Barrington Auto Mall,"$84,991"
323,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
324,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
325,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
326,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
327,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
328,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
329,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
330,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
331,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
332,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
333,2018 Audi A3 2.0T Premium,"13,956 mi.",4.9,(48 reviews),EchoPark Automotive Las Vegas,"$30,339"
334,2021 Audi e-tron Premium,"16,313 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$65,498"
335,2018 Audi Q5 2.0T Premium,"21,143 mi.",4.6,(774 reviews),Audi Grapevine,"$37,000"
336,2011 Audi R8 4.2 quattro Spyder,"27,565 mi.",5.0,(2 reviews),European Exotic Center,"$89,995"
337,2019 Audi Q8 3.0T Premium,"12,451 mi.",4.4,(83 reviews),Perillo Downers Grove,"$75,929"
338,2018 Audi RS 3 2.5T,"32,483 mi.",4.4,(63 reviews),Kelly Motorcars,"$65,977"
339,2011 Audi R8 5.2 quattro Spyder,"53,376 mi.",4.1,(297 reviews),Leesburg Auto Import,"$92,987"
340,2018 Audi Q5 2.0T Tech Premium,"18,267 mi.",4.6,(546 reviews),AutoNation Toyota Spokane Valley,"$39,676"
341,2021 Audi Q8 55 Premium,"10,950 mi.",4.8,"(4,547 reviews)",Motor Werks - Barrington Auto Mall,"$84,991"
342,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
343,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
344,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
345,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
346,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
